Dise No.,Rural / Urban,Year,Block Code,Block Name,Village Code,Village Name,Zonal Office,CRC Code,CRC No.,Pin Code,School Name,School Status Code,School Status,Management Code,Management Name,Category Code,Category Name,School Type Code,School Type Name,Lowest Class,Highest Class,Medium Code,Medium,Pre Primary Boys,Pre Primary Girls,Pre Primary Total,1 Boys,1 Girls,1 Total,2 Boys,2 Girls,2 Total,3 Boys,3 Girls,3 Total,4 Boys,4 Girls,4 Total,5 Boys,5 Girls,5 Total,6 Boys,6 Girls,6 Total,7 Boys,7 Girls,7 Total,8 Boys,8 Girls,8 Total,9 Boys,9 Girls,9 Total,10 Boys,10 Girls,10 Total,11 Boys,11 Girls,11 Total,12 Boys,12 Girls,12 Total,1_5 Boys,1_5 Girls,1_5 Total,6_8 Boys,6_8 Girls,6_8 Total,1_8 Boys,1_8 Girls,1_8 Total,9_12 Boys,9_12 Girls,9_12 Total,1_12 Boys,1_12 Girls,1_12 Total
27251600120,Urban,2016-17,272516,Bibwewadi,272516001,AAMBEGAON PATHAR,Dhankawadi,2725160010,Bibwewadi CRC No. 30,411043,NEW POONA ENG MED SCH,0,Operational,19,Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,0,0,0,13,6,19,12,12,24,7,11,18,18,9,27,8,13,21,12,4,16,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,51,109,17,9,26,75,60,135,0,0,0,75,60,135
27251600121,Urban,2016-17,272516,Bibwewadi,272516001,AAMBEGAON PATHAR,Dhankawadi,2725160010,Bibwewadi CRC No. 30,411046,PRIDE ENG MED SECONDARY SCH,0,Operational,20,Permanent Unaided,7,Upper Pr. and Secondary,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,68,160,90,53,143,41,36,77,0,0,0,0,0,0,0,0,0,92,68,160,92,68,160,131,89,220,223,157,380
27251600126,Urban,2016-17,272516,Bibwewadi,272516001,AAMBEGAON PATHAR,Dhankawadi,2725160003,Bibwewadi CRC No. 23,411046,NATIONAL ENGLISH MEDIUM SCHOOL,0,Operational,20,Permanent Unaided,1,Primary,3,Co-Education,1,5,19,English,6,4,10,7,5,12,6,6,12,0,1,1,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,29,0,0,0,14,15,29,0,0,0,14,15,29
27251600128,Urban,2016-17,272516,Bibwewadi,272516001,AAMBEGAON PATHAR,Dhankawadi,2725160010,Bibwewadi CRC No. 30,411046,DNYAN PRASARAK VIDYA MANDIR MADHYAMIK,0,Operational,19,Unaided,10,Secondary with Higher Secondary,3,Co-Education,9,12,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,16,53,9,17,26,32,12,44,22,13,35,0,0,0,0,0,0,0,0,0,100,58,158,100,58,158
27251600129,Urban,2016-17,272516,Bibwewadi,272516001,AAMBEGAON PATHAR,Dhankawadi,2725160010,Bibwewadi CRC No. 30,411046,HAJI ABDUL KADER MEMON ENG MED. SCHOOL,0,Operational,20,Permanent Unaided,6,Pr. Up Pr. and Secondary Only,3,Co-Education,1,9,19,English,86,60,146,45,30,75,47,30,77,41,32,73,25,32,57,34,22,56,37,24,61,16,15,31,19,13,32,11,8,19,0,0,0,0,0,0,0,0,0,192,146,338,72,52,124,264,198,462,11,8,19,275,206,481
27251600130,Urban,2016-17,272516,Bibwewadi,272516001,AAMBEGAON PATHAR,Dhankawadi,2725160010,Bibwewadi CRC No. 30,411046,GAGANGIRI ENGLISH MEDIUM SCHOOL,0,Operational,27,Self Finance,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,61,26,87,18,13,31,15,11,26,23,11,34,14,3,17,4,3,7,3,1,4,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,41,115,6,3,9,80,44,124,0,0,0,80,44,124
27251600131,Urban,2016-17,272516,Bibwewadi,272516001,AAMBEGAON PATHAR,Dhankawadi,2725160010,Bibwewadi CRC No. 30,411046,PUNE CAMBRIDGE PUBLIC SCHOOL,0,Operational,27,Self Finance,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education,1,12,19,English,0,0,0,7,4,11,11,8,19,10,10,20,19,11,30,9,11,20,15,6,21,14,6,20,8,3,11,8,2,10,6,4,10,26,22,48,10,6,16,56,44,100,37,15,52,93,59,152,50,34,84,143,93,236
27251600132,Urban,2016-17,272516,Bibwewadi,272516001,AAMBEGAON PATHAR,Dhankawadi,2725160010,Bibwewadi CRC No. 30,411046,RAJASRSHI SHAHU VIDHYA MANDIR SEC,0,Operational,27,Self Finance,8,Secondary Only,3,Co-Education,9,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,38,23,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37,80,43,37,80
27251600201,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411030,PMC SCHOOL NO. 80 B ENGLISH,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,63,38,101,22,15,37,25,12,37,25,14,39,19,13,32,12,8,20,9,6,15,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,62,165,18,11,29,121,73,194,0,0,0,121,73,194
27251600202,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411030,PMC KRIDANIKETAN SCHOOL NO. 80 B,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,3,8,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,27,25,52,20,9,29,16,12,28,17,15,32,16,14,30,0,0,0,0,0,0,0,0,0,0,0,0,47,34,81,49,41,90,96,75,171,0,0,0,96,75,171
27251600203,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411051,PMC SCHOOL NO. 168 B,0,Operational,17,MNC,2,Primary with Upper Primary,1,Boys,1,7,10,Marathi,0,0,0,45,0,45,35,0,35,32,0,32,32,0,32,21,0,21,21,0,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,165,42,0,42,207,0,207,0,0,0,207,0,207
27251600204,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411051,PMC SCHOOL NO. 115 B,0,Operational,17,MNC,2,Primary with Upper Primary,2,Girls,1,7,10,Marathi,40,34,74,0,44,44,0,41,41,0,41,41,0,36,36,0,38,38,0,51,51,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,72,72,0,272,272,0,0,0,0,272,272
27251600205,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411051,PRAGATI VIDYALAYA,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,8,10,Marathi,50,41,91,38,34,72,28,25,53,29,30,59,23,33,56,24,21,45,22,19,41,22,15,37,17,7,24,0,0,0,0,0,0,0,0,0,0,0,0,142,143,285,61,41,102,203,184,387,0,0,0,203,184,387
27251600206,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411052,T G GOSAVI SEC,0,Operational,4,Pvt. Aided,6,Pr. Up Pr. and Secondary Only,3,Co-Education,5,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,47,28,30,58,31,24,55,62,61,123,56,64,120,55,45,100,0,0,0,0,0,0,22,25,47,121,115,236,143,140,283,111,109,220,254,249,503
27251600208,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411051,DNYANGANGA HIGH,0,Operational,20,Permanent Unaided,7,Upper Pr. and Secondary,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,73,163,89,69,158,62,70,132,0,0,0,0,0,0,0,0,0,90,73,163,90,73,163,151,139,290,241,212,453
27251600209,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411051,SILVERCREST SCHOOL,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,93,66,159,61,32,93,40,37,77,47,49,96,64,37,101,43,50,93,41,46,87,58,34,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,205,460,99,80,179,354,285,639,0,0,0,354,285,639
27251600210,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411051,SILVERCREST SECONDARY,0,Operational,20,Permanent Unaided,7,Upper Pr. and Secondary,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,35,83,40,39,79,39,17,56,0,0,0,0,0,0,0,0,0,48,35,83,48,35,83,79,56,135,127,91,218
27251600211,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411051,DYANGANGA PRIMARY,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,147,157,304,97,71,168,88,68,156,87,63,150,105,72,177,95,61,156,96,79,175,97,68,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,335,807,193,147,340,665,482,1147,0,0,0,665,482,1147
27251600212,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411051,NIVASI MATIMAND VIDYALAYA,0,Operational,12,Social Welfare Unaided,1,Primary,3,Co-Education,1,4,10,Marathi,0,0,0,16,0,16,16,0,16,9,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,50,0,50,0,0,0,50,0,50
27251600213,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411030,S S AGRAWAL PRI SCHOOL,0,Operational,20,Permanent Unaided,6,Pr. Up Pr. and Secondary Only,3,Co-Education,1,9,19,English,81,72,153,50,36,86,59,30,89,45,28,73,44,26,70,43,24,67,35,10,45,26,17,43,12,10,22,6,7,13,0,0,0,0,0,0,0,0,0,241,144,385,73,37,110,314,181,495,6,7,13,320,188,508
27251600214,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411051,ZEAL EDU JR. COLLEGE,0,Operational,20,Permanent Unaided,11,Higher Secondary only/Jr. College,3,Co-Education,11,12,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,76,149,53,72,125,0,0,0,0,0,0,0,0,0,126,148,274,126,148,274
27251600215,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411051,T. G. GOSAVI JR. COLLEGE,0,Operational,19,Unaided,11,Higher Secondary only/Jr. College,3,Co-Education,11,12,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,62,35,24,59,0,0,0,0,0,0,0,0,0,70,51,121,70,51,121
27251600216,Urban,2016-17,272516,Bibwewadi,272516002,ANANDNAGAR HINGNE KD,Tilak Road,2725160007,Bibwewadi CRC No. 27,411051,ST. XAVIARS PRIMARY SCHOOL,0,Operational,8,Un-Recognised,1,Primary,3,Co-Education,1,3,19,English,85,63,148,47,25,72,58,25,83,44,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,76,225,0,0,0,149,76,225,0,0,0,149,76,225
27251600301,Urban,2016-17,272516,Bibwewadi,272516003,BALAJINAGAR,Dhankawadi,2725160002,Bibwewadi CRC No. 22,411043,DYANESH PRATHAMIK,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,43,35,78,52,33,85,44,30,74,42,38,80,48,52,100,45,41,86,44,45,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,188,417,89,86,175,318,274,592,0,0,0,318,274,592
27251600302,Urban,2016-17,272516,Bibwewadi,272516003,BALAJINAGAR,Dhankawadi,2725160002,Bibwewadi CRC No. 22,411043,VYANKATESH PRASHALA,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,10,11,21,16,9,25,31,20,51,13,14,27,24,18,42,28,30,58,30,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,72,166,58,49,107,152,121,273,0,0,0,152,121,273
27251600303,Urban,2016-17,272516,Bibwewadi,272516003,BALAJINAGAR,Dhankawadi,2725160003,Bibwewadi CRC No. 23,411043,VYANKATESH MADHYAMIK VID,0,Operational,4,Pvt. Aided,7,Upper Pr. and Secondary,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,57,31,30,61,24,31,55,0,0,0,0,0,0,0,0,0,24,33,57,24,33,57,55,61,116,79,94,173
27251600304,Urban,2016-17,272516,Bibwewadi,272516003,BALAJINAGAR,Dhankawadi,2725160002,Bibwewadi CRC No. 22,411043,DNYANESH MADHYAMIK VIDY,0,Operational,25,Partially Aided,7,Upper Pr. and Secondary,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40,84,41,37,78,28,28,56,0,0,0,0,0,0,0,0,0,44,40,84,44,40,84,69,65,134,113,105,218
27251600305,Urban,2016-17,272516,Bibwewadi,272516003,BALAJINAGAR,Dhankawadi,2725160002,Bibwewadi CRC No. 22,411043,REGENT SCHOOL,0,Operational,20,Permanent Unaided,6,Pr. Up Pr. and Secondary Only,3,Co-Education,1,10,19,English,0,0,0,23,18,41,19,13,32,16,16,32,22,6,28,13,8,21,14,14,28,7,4,11,2,1,3,4,1,5,8,2,10,0,0,0,0,0,0,93,61,154,23,19,42,116,80,196,12,3,15,128,83,211
27251600306,Urban,2016-17,272516,Bibwewadi,272516003,BALAJINAGAR,Dhankawadi,2725160002,Bibwewadi CRC No. 22,411043,LITTLE ROCK HIGHSCHOOL,1,Closed,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27251600307,Urban,2016-17,272516,Bibwewadi,272516003,BALAJINAGAR,Dhankawadi,2725160002,Bibwewadi CRC No. 22,411043,ABHINAV LOTUS ENG SCHOOL,0,Operational,20,Permanent Unaided,1,Primary,3,Co-Education,1,4,19,English,0,0,0,18,13,31,12,9,21,8,8,16,15,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,35,88,0,0,0,53,35,88,0,0,0,53,35,88
27251600308,Urban,2016-17,272516,Bibwewadi,272516003,BALAJINAGAR,Dhankawadi,2725160002,Bibwewadi CRC No. 22,411043,ANKUR ENGLISH MEDUIM SCHOOL,0,Operational,19,Unaided,1,Primary,3,Co-Education,1,4,19,English,0,0,0,12,13,25,15,15,30,19,18,37,11,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,53,110,0,0,0,57,53,110,0,0,0,57,53,110
27251600401,Urban,2016-17,272516,Bibwewadi,272516004,DATTAWADI,Tilak Road,2725160007,Bibwewadi CRC No. 27,411030,PMC SCHOOL NO. 80 B,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,28,23,51,11,18,29,11,15,26,12,17,29,18,19,37,16,18,34,20,16,36,13,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,87,155,33,34,67,101,121,222,0,0,0,101,121,222
27251600402,Urban,2016-17,272516,Bibwewadi,272516004,DATTAWADI,Tilak Road,2725160007,Bibwewadi CRC No. 27,411030,P.M.C.SCHOOL NO.56 G,2,Merged,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27251600403,Urban,2016-17,272516,Bibwewadi,272516004,DATTAWADI,Tilak Road,2725160009,Bibwewadi CRC No. 29,411030,SENADATTA MANDAL PRA. MANDIR,0,Operational,4,Pvt. Aided,1,Primary,3,Co-Education,1,4,10,Marathi,11,9,20,6,3,9,3,3,6,5,4,9,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,38,0,0,0,21,17,38,0,0,0,21,17,38
27251600404,Urban,2016-17,272516,Bibwewadi,272516004,DATTAWADI,Tilak Road,2725160007,Bibwewadi CRC No. 27,411030,VASANT VIADYA PRIMARY,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,7,10,17,10,9,19,18,11,29,24,4,28,17,11,28,19,14,33,23,14,37,17,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,49,137,40,36,76,128,85,213,0,0,0,128,85,213
27251600405,Urban,2016-17,272516,Bibwewadi,272516004,DATTAWADI,Tilak Road,2725160007,Bibwewadi CRC No. 27,411030,VASANTRAO VAIDYA SECONDR,0,Operational,4,Pvt. Aided,7,Upper Pr. and Secondary,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,19,58,39,32,71,53,30,83,0,0,0,0,0,0,0,0,0,39,19,58,39,19,58,92,62,154,131,81,212
27251600406,Urban,2016-17,272516,Bibwewadi,272516004,DATTAWADI,Tilak Road,2725160009,Bibwewadi CRC No. 29,411030,SHARDA PRA. VID. ENG MED,0,Operational,20,Permanent Unaided,1,Primary,3,Co-Education,1,4,19,English,81,53,134,24,19,43,35,12,47,23,13,36,29,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,62,173,0,0,0,111,62,173,0,0,0,111,62,173
27251600407,Urban,2016-17,272516,Bibwewadi,272516004,DATTAWADI,Tilak Road,2725160009,Bibwewadi CRC No. 29,411030,SHARDA MAD VID ENG MED,0,Operational,20,Permanent Unaided,6,Pr. Up Pr. and Secondary Only,3,Co-Education,5,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,29,11,13,24,19,11,30,18,12,30,22,14,36,22,14,36,0,0,0,0,0,0,19,10,29,48,36,84,67,46,113,44,28,72,111,74,185
27251600408,Urban,2016-17,272516,Bibwewadi,272516004,DATTAWADI,Tilak Road,2725160007,Bibwewadi CRC No. 27,411030,PMC VEER KHASHABA JADHAV MADHYAMIK KRIDANIKETAN,0,Operational,17,MNC,8,Secondary Only,3,Co-Education,9,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33,17,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,56,36,20,56
27251600501,Urban,2016-17,272516,Bibwewadi,272516005,JANTA VASAHAT,Tilak Road,2725160009,Bibwewadi CRC No. 29,411009,PMC SCHOOL NO. 124 B,0,Operational,17,MNC,2,Primary with Upper Primary,1,Boys,1,7,10,Marathi,84,0,84,41,0,41,36,0,36,37,0,37,37,0,37,33,0,33,37,0,37,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,184,68,0,68,252,0,252,0,0,0,252,0,252
27251600502,Urban,2016-17,272516,Bibwewadi,272516005,JANTA VASAHAT,Tilak Road,2725160009,Bibwewadi CRC No. 29,411009,PMC SCHOOL NO. 5 G,0,Operational,17,MNC,2,Primary with Upper Primary,2,Girls,1,8,10,Marathi,0,75,75,0,40,40,0,45,45,0,52,52,0,36,36,0,47,47,0,31,31,0,45,45,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,220,220,0,128,128,0,348,348,0,0,0,0,348,348
27251600503,Urban,2016-17,272516,Bibwewadi,272516005,JANTA VASAHAT,Tilak Road,2725160009,Bibwewadi CRC No. 29,411030,SANE GURUJI PRIMARY,0,Operational,4,Pvt. Aided,1,Primary,3,Co-Education,1,4,10,Marathi,48,57,105,41,41,82,36,48,84,36,35,71,40,46,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,170,323,0,0,0,153,170,323,0,0,0,153,170,323
27251600504,Urban,2016-17,272516,Bibwewadi,272516005,JANTA VASAHAT,Tilak Road,2725160009,Bibwewadi CRC No. 29,411030,RAOSAHEB PATHWARDHAN VID,0,Operational,4,Pvt. Aided,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education,5,12,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,44,93,53,49,102,49,43,92,61,19,80,66,54,120,49,51,100,36,32,68,32,31,63,49,44,93,163,111,274,212,155,367,183,168,351,395,323,718
27251600505,Urban,2016-17,272516,Bibwewadi,272516005,JANTA VASAHAT,Tilak Road,2725160009,Bibwewadi CRC No. 29,411030,SHARDAMATH VIVEKANAND PRI,0,Operational,20,Permanent Unaided,1,Primary,3,Co-Education,1,4,10,Marathi,24,30,54,15,29,44,17,21,38,22,18,40,14,24,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,92,160,0,0,0,68,92,160,0,0,0,68,92,160
27251600601,Urban,2016-17,272516,Bibwewadi,272516006,KATRAJ,Dhankawadi,2725160006,Bibwewadi CRC No. 26,411046,PMC SCHOOL NO. 94 G,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,34,46,80,0,62,62,0,67,67,0,81,81,0,69,69,0,62,62,0,67,67,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,341,0,139,139,0,480,480,0,0,0,0,480,480
27251600602,Urban,2016-17,272516,Bibwewadi,272516006,KATRAJ,Dhankawadi,2725160006,Bibwewadi CRC No. 26,411046,PMC SCHOOL NO. 172 B,0,Operational,17,MNC,2,Primary with Upper Primary,1,Boys,1,7,10,Marathi,35,0,35,64,0,64,75,0,75,37,0,37,68,0,68,71,0,71,67,0,67,76,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,315,143,0,143,458,0,458,0,0,0,458,0,458
27251600603,Urban,2016-17,272516,Bibwewadi,272516006,KATRAJ,Dhankawadi,2725160006,Bibwewadi CRC No. 26,411046,PMC'S MADHYAMIK VIDYALAY,0,Operational,17,MNC,7,Upper Pr. and Secondary,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,117,231,130,152,282,91,91,182,0,0,0,0,0,0,0,0,0,114,117,231,114,117,231,221,243,464,335,360,695
27251600604,Urban,2016-17,272516,Bibwewadi,272516006,KATRAJ,Dhankawadi,2725160006,Bibwewadi CRC No. 26,411046,PMC SCHOOL NO. 11 B URDU,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,18,Urdu,4,19,23,6,14,20,7,13,20,7,18,25,4,15,19,7,15,22,5,15,20,8,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,75,106,13,33,46,44,108,152,0,0,0,44,108,152
27251600605,Urban,2016-17,272516,Bibwewadi,272516006,KATRAJ,Dhankawadi,2725160006,Bibwewadi CRC No. 26,411046,HIRAMAN BANKAR VID,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,53,55,108,61,55,116,62,57,119,70,80,150,60,65,125,71,79,150,80,80,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,312,618,151,159,310,457,471,928,0,0,0,457,471,928
27251600606,Urban,2016-17,272516,Bibwewadi,272516006,KATRAJ,Dhankawadi,2725160006,Bibwewadi CRC No. 26,411037,BAL SHISHU MANDIR,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,36,26,62,46,25,71,58,26,84,71,21,92,77,4,81,67,4,71,61,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,102,390,128,7,135,416,109,525,0,0,0,416,109,525
27251600607,Urban,2016-17,272516,Bibwewadi,272516006,KATRAJ,Dhankawadi,2725160002,Bibwewadi CRC No. 22,411037,RAMRAJYA SECONDARY,0,Operational,4,Pvt. Aided,6,Pr. Up Pr. and Secondary Only,3,Co-Education,5,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,45,36,29,65,54,44,98,73,67,140,52,63,115,67,51,118,0,0,0,0,0,0,24,21,45,163,140,303,187,161,348,119,114,233,306,275,581
27251600608,Urban,2016-17,272516,Bibwewadi,272516006,KATRAJ,Dhankawadi,2725160006,Bibwewadi CRC No. 26,411046,HIRAMAN BANKAR SECONDARY,0,Operational,4,Pvt. Aided,7,Upper Pr. and Secondary,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,78,172,100,83,183,91,65,156,0,0,0,0,0,0,0,0,0,94,78,172,94,78,172,191,148,339,285,226,511
27251600609,Urban,2016-17,272516,Bibwewadi,272516006,KATRAJ,Dhankawadi,2725160006,Bibwewadi CRC No. 26,411037,SRI RAMRAJYA SECONDARY,0,Operational,4,Pvt. Aided,6,Pr. Up Pr. and Secondary Only,3,Co-Education,5,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,31,24,24,48,20,25,45,112,111,223,141,96,237,91,77,168,0,0,0,0,0,0,18,13,31,156,160,316,174,173,347,232,173,405,406,346,752
27251600610,Urban,2016-17,272516,Bibwewadi,272516006,KATRAJ,Dhankawadi,2725160002,Bibwewadi CRC No. 22,411046,RAMRAJYA PRIMARY,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,63,61,124,64,55,119,44,72,116,57,67,124,47,19,66,22,17,39,20,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,274,549,42,35,77,317,309,626,0,0,0,317,309,626
27251600611,Urban,2016-17,272516,Bibwewadi,272516006,KATRAJ,Dhankawadi,2725160006,Bibwewadi CRC No. 26,411046,SAMARTH VIDYAMANDIR,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,31,40,71,15,46,61,33,46,79,19,56,75,11,70,81,8,70,78,6,77,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,258,367,14,147,161,123,405,528,0,0,0,123,405,528
